"scaffold","start","end","mid","sites","pi_S_HUE_T","pi_S_COT_S","dxy_S_HUE_T_S_COT_S","Fst_S_HUE_T_S_COT_S","S_S_HUE_T_egg","S_S_COT_S_egg","Pi_S_HUE_T_egg","Pi_S_COT_S_egg","thetaW_S_HUE_T_egg","thetaW_S_COT_S_egg","D_S_HUE_T_egg","D_S_COT_S_egg","lseff_S_HUE_T_egg","lseff_S_COT_S_egg","FstWC_S_HUE_T_S_COT_S_egg","Dxy_S_HUE_T_S_COT_S_egg","lseff_S_HUE_T_S_COT_S_egg","col"
"CM008233.1_RagTag",33750001,33800000,33776965,15182,0.0515,0.0282,0.0621,0.2277,"680","822","255.1333","276.6468","250.1971","290.5653","0.103","-0.2403",4917,9943,"0.3648","0.0705",3270,"#480000"
"CM008233.1_RagTag",33800001,33850000,33826122,17717,0.0461,0.021,0.0449,0.1513,"434","447","179.1595","151.2873","159.6846","164.4678","0.636","-0.4179",3768,7301,"0.2398","0.0635",1273,"#2E0000"
"CM008233.1_RagTag",33850001,33900000,33875401,15588,0.0537,0.0257,0.0567,0.1835,"659","800","271.4444","263.1786","242.4704","282.7886","0.6237","-0.3478",4980,10383,"0.2968","0.0692",2512,"#380000"
"CM008233.1_RagTag",33900001,33950000,33925424,16563,0.0445,0.0219,0.0433,0.1388,"440","700","179.0817","228.2413","161.8922","247.44","0.5537","-0.3891",3997,10558,"0.2585","0.0635",1755,"#2B0000"
"CM008233.1_RagTag",33950001,34000000,33975386,14025,0.0331,0.0212,0.0395,0.1929,"169","210","72.6333","71.577","62.1813","77.2668","0.8724","-0.3828",2170,3271,"0.3153","0.0433",588,"#3D0000"
"CM008233.1_RagTag",34000001,34050000,34019573,12320,0.0318,0.02,0.0319,0.1075,"269","604","106.4921","194.1524","98.975","213.5054","0.3953","-0.4544",3197,9909,"0.1454","0.0414",1556,"#210000"
"CM008233.1_RagTag",34050001,34100000,34081839,7999,0.0358,0.035,0.0434,0.1065,"57","164","20.5397","58.6333","20.9724","60.3417","-0.1055","-0.1469",430,1550,"0.0069","0.0933",204,"#210000"
"CM008233.1_RagTag",34100001,34150000,34132966,12273,0.0134,0.013,0.0145,0.0486,"92","72","30.673","24.5056","33.8502","26.4915","-0.4841","-0.3851",2043,2017,"-0.0251","0.0182",297,"#0F0000"
"CM008233.1_RagTag",34150001,34200000,34175173,18226,0.009,0.0109,0.0102,0.0115,"129","124","47.4913","42.8849","47.4639","45.6242","0.003","-0.3108",4984,3671,"-0.0226","0.0165",1431,"#020000"
"CM008233.1_RagTag",34200001,34250000,34218306,14789,0.0101,0.011,0.0109,0.0162,"116","105","40.9341","36.6452","42.6807","38.6334","-0.2116","-0.2659",3566,2992,"-0.0","0.0187",909,"#050000"
"CM008233.1_RagTag",34250001,34300000,34274575,18195,0.0239,0.0291,0.0276,0.022,"106","117","39.6341","38.3111","39.0013","43.0486","0.0838","-0.5692",1422,971,"0.0127","0.0539",323,"#050000"
"CM008233.1_RagTag",34300001,34350000,34326464,14029,0.0206,0.0225,0.0218,0.0056,"121","132","46.8524","45.0056","44.5204","48.5677","0.271","-0.3798",2010,1783,"-0.0562","0.0274",840,"#000000"
"CM008233.1_RagTag",34350001,34400000,34376665,13466,0.0166,0.0187,0.0175,0,"244","248","88.1111","87.2984","89.7766","91.2484","-0.0965","-0.2252",5050,4609,"-0.0001","0.0193",2112,"#000000"
"CM008233.1_RagTag",34400001,34450000,34428264,13134,0.0097,0.0108,0.0107,0.0231,"176","199","59.8341","65.8817","64.7569","73.2194","-0.3947","-0.5207",6224,5992,"0.023","0.0119",3626,"#050000"
"CM008233.1_RagTag",34450001,34500000,34470789,15618,0.0093,0.0102,0.0099,0.0098,"365","360","118.7873","118.0929","129.0223","127.2549","-0.3971","-0.3603",12785,11700,"0.0104","0.0109",9623,"#020000"
"CM008233.1_RagTag",34500001,34550000,34526743,10899,0.0166,0.0163,0.0167,0.0089,"460","453","141.1635","138.7032","162.6035","160.1291","-0.6605","-0.6702",8781,8663,"0.0109","0.0163",7651,"#020000"
"CM008233.1_RagTag",34550001,34600000,34573698,9164,0.0246,0.023,0.0241,0.0051,"696","641","214.804","200.5262","246.0261","226.5844","-0.6364","-0.5766",8911,8825,"0.0112","0.0239",8252,"#000000"
"CM008233.1_RagTag",34600001,34650000,34624142,14428,0.0734,0.0738,0.0725,0,"3013","2945","976.5849","956.1452","1065.0526","1041.0156","-0.4172","-0.4095",13887,13523,"-0.0169","0.0694",12462,"#000000"
"CM008233.1_RagTag",34650001,34700000,34674531,10823,0.0456,0.045,0.046,0.0088,"1488","1483","467.8627","466.2825","525.9868","524.2194","-0.5547","-0.5548",10708,10759,"0.0174","0.0431",10577,"#020000"
"CM008233.1_RagTag",34700001,34750000,34724785,10573,0.044,0.0459,0.0462,0.0143,"1396","1441","448.4167","463.873","493.4661","509.373","-0.4583","-0.4484",10513,10482,"0.0274","0.0441",10349,"#020000"
"CM008233.1_RagTag",34750001,34800000,34775396,11885,0.0577,0.0564,0.0573,0.0028,"2009","2023","638.7817","627.9889","710.1529","715.1017","-0.5046","-0.6117",11607,11670,"0.0073","0.0526",11258,"#000000"
"CM008233.1_RagTag",34800001,34850000,34824829,13417,0.0595,0.0606,0.0605,0.0041,"2251","2271","734.7","742.7754","795.6965","802.7662","-0.3849","-0.3753",12765,12883,"0.0066","0.0566",12021,"#000000"
"CM008233.1_RagTag",34850001,34900000,34874643,14484,0.0741,0.0729,0.0733,0,"2877","2943","927.6714","946.2413","1016.9785","1040.3086","-0.441","-0.4541",13062,13529,"-0.0003","0.0696",11067,"#000000"
"CM008233.1_RagTag",34900001,34950000,34924503,13469,0.0634,0.0633,0.0638,0.0034,"2409","2468","802.7556","800.7111","851.5472","872.4029","-0.2877","-0.4127",13134,13119,"0.0064","0.0596",12677,"#000000"
"CM008233.1_RagTag",34950001,35000000,34974397,13999,0.0584,0.0598,0.0602,0.0094,"2287","2474","744.9841","762.6802","808.4219","874.5238","-0.3941","-0.6423",13299,13271,"0.017","0.0562",12332,"#020000"
"CM008233.1_RagTag",35000001,35050000,35024353,13166,0.0642,0.0645,0.0661,0.0136,"2427","2483","794.8198","798.8683","857.9099","877.7051","-0.3693","-0.4511",12779,12770,"0.0249","0.061",12168,"#020000"
"CM008233.1_RagTag",35050001,35100000,35072963,12676,0.0625,0.0634,0.0629,0,"2276","2328","733.7333","755.7548","804.5336","822.9149","-0.4419","-0.4098",12332,12319,"-0.0014","0.0589",11620,"#000000"
"CM008233.1_RagTag",35100001,35150000,35125410,12434,0.0545,0.0528,0.0545,0.0083,"2051","1984","648.381","622.1444","724.9993","701.3158","-0.5307","-0.5668",12268,12241,"0.015","0.0513",11842,"#020000"
"CM008233.1_RagTag",35150001,35200000,35174519,13211,0.0578,0.0608,0.0596,0.0027,"2261","2337","714.8587","747.2127","799.2313","826.0962","-0.5301","-0.4795",12921,12928,"0.0043","0.0557",12189,"#000000"
"CM008233.1_RagTag",35200001,35250000,35224059,14088,0.0714,0.0701,0.071,0.0021,"2983","2839","942.446","908.4619","1054.448","1003.5461","-0.5335","-0.4758",13764,13550,"0.0034","0.0661",12586,"#000000"
"CM008233.1_RagTag",35250001,35300000,35273765,10412,0.0558,0.0496,0.0539,0.0119,"1582","1491","509.9032","473.3437","559.2145","527.0473","-0.4427","-0.5115",9605,9902,"0.0163","0.0512",9110,"#020000"
"CM008233.1_RagTag",35300001,35350000,35327696,13399,0.0734,0.073,0.0738,0.004,"2824","2733","910.2873","902.2698","998.2438","966.0766","-0.4425","-0.3317",13078,13049,"0.0065","0.0675",12429,"#000000"
"CM008233.1_RagTag",35350001,35400000,35373964,14471,0.0713,0.0701,0.0713,0.0044,"2791","2765","908.7984","901.4984","986.5788","977.3881","-0.3959","-0.3899",13114,13327,"0.0089","0.0665",11827,"#000000"
"CM008233.1_RagTag",35400001,35450000,35424813,13007,0.0607,0.0581,0.0594,0,"2249","2194","712.1397","687.9127","794.9895","775.5478","-0.5233","-0.5674",12348,12386,"0.0007","0.0552",11021,"#000000"
"CM008233.1_RagTag",35450001,35500000,35475032,13085,0.0648,0.0637,0.0642,0,"2457","2404","793.9714","778.9524","868.5145","849.7798","-0.431","-0.4186",12717,12585,"0.0005","0.06",11670,"#000000"
"CM008233.1_RagTag",35500001,35550000,35525047,12506,0.0615,0.064,0.0633,0.0048,"2259","2292","712.7444","732.2929","798.5243","810.1894","-0.5394","-0.4828",12094,11949,"0.0083","0.0596",11405,"#000000"
"CM008233.1_RagTag",35550001,35600000,35574104,10056,0.0366,0.0392,0.0384,0.0059,"1002","1060","308.9302","324.8976","354.1927","374.6949","-0.6412","-0.6669",8548,8540,"0.0079","0.0354",8182,"#000000"
"CM008233.1_RagTag",35600001,35650000,35626870,10929,0.054,0.0537,0.0534,0,"1691","1634","555.0944","550.6595","597.7444","577.5957","-0.3582","-0.2341",10632,10670,"-0.0096","0.0487",9922,"#000000"
"CM008233.1_RagTag",35650001,35700000,35675250,15059,0.0712,0.0693,0.0707,0.0031,"2950","2849","977.8452","949.7437","1042.783","1007.0809","-0.3128","-0.2859",14299,14270,"0.0059","0.0664",12763,"#000000"
"CM008233.1_RagTag",35700001,35750000,35722771,11249,0.0578,0.0578,0.0577,0,"1861","1868","615.473","613.4016","657.837","660.3114","-0.3233","-0.3567",11071,10992,"-0.0017","0.0546",10559,"#000000"
"CM008233.1_RagTag",35750001,35800000,35774483,10682,0.046,0.0506,0.0494,0.0115,"1417","1607","474.2889","519.4302","500.8893","568.0516","-0.2666","-0.4297",10577,10605,"0.0219","0.0472",10487,"#020000"
"CM008233.1_RagTag",35800001,35850000,35825598,14624,0.0767,0.0751,0.0763,0.0027,"3079","3070","1032.0063","1005.7087","1088.3827","1085.2013","-0.2602","-0.3679",14072,13931,"0.0041","0.0699",12933,"#000000"
"CM008233.1_RagTag",35850001,35900000,35877103,13672,0.0703,0.0774,0.0761,0.0154,"2714","2877","882.6468","953.373","959.3604","1016.9785","-0.4016","-0.3141",12896,12623,"0.03","0.072",11619,"#020000"
"CM008233.1_RagTag",35900001,35950000,35923229,13052,0.0753,0.0742,0.0744,0,"2700","2682","897.2405","883.1635","954.4116","948.0488","-0.3008","-0.3437",12491,12531,"-0.0037","0.069",11663,"#000000"
"CM008233.1_RagTag",35950001,36000000,35975065,14497,0.0692,0.0703,0.0705,0.0053,"2908","2961","926.4294","934.8365","1027.9366","1046.6713","-0.4959","-0.5366",13924,13925,"0.0111","0.0665",12816,"#000000"
"CM008233.1_RagTag",36000001,36050000,36024822,15163,0.0778,0.075,0.0764,1e-04,"3249","3080","1071.0167","1025.6762","1148.4752","1088.7361","-0.3387","-0.2909",14336,14224,"-0.0044","0.0717",12768,"#000000"
"CM008233.1_RagTag",36050001,36100000,36072906,13345,0.0745,0.0763,0.0759,0.0035,"2783","2866","905.6246","931.5016","983.7509","1013.0902","-0.3988","-0.4045",12804,12771,"0.0055","0.0696",11908,"#000000"
"CM008233.1_RagTag",36100001,36150000,36126258,11014,0.0619,0.0634,0.0632,0.0042,"1954","1998","626.8143","637.9214","690.7112","706.2646","-0.4645","-0.4859",10521,10486,"0.0057","0.0593",9948,"#000000"
"CM008233.1_RagTag",36150001,36200000,36175804,13147,0.0611,0.0599,0.0611,0.0054,"2260","2204","745.7802","720.5937","798.8778","779.0826","-0.3338","-0.377",12573,12538,"0.0089","0.0586",11616,"#000000"
"CM008233.1_RagTag",36200001,36250000,36223666,13611,0.0577,0.0591,0.0594,0.0093,"2228","2261","736.881","740.1524","787.5663","799.2313","-0.3232","-0.3712",13149,12942,"0.0132","0.0578",11958,"#020000"
"CM008233.1_RagTag",36250001,36300000,36274968,11078,0.049,0.0484,0.0494,0.008,"1544","1548","510.6603","504.9548","545.782","547.196","-0.3231","-0.3875",10785,10772,"0.0148","0.0472",10602,"#020000"
"CM008233.1_RagTag",36300001,36350000,36327290,10317,0.0481,0.0464,0.0481,0.0093,"1432","1358","469.4579","450.9254","506.1916","480.0337","-0.3643","-0.3044",9995,10069,"0.017","0.0455",9633,"#020000"
"CM008233.1_RagTag",36350001,36400000,36375492,14493,0.0637,0.0639,0.0641,0.0027,"2527","2575","814.3611","829.204","893.2585","910.2258","-0.4436","-0.447",13244,13577,"0.0056","0.0603",11390,"#000000"
"CM008233.1_RagTag",36400001,36450000,36425753,14457,0.0712,0.0706,0.071,8e-04,"2889","2918","947.9","929.796","1021.2204","1031.4715","-0.3606","-0.4951",13801,13793,"-0.0012","0.0664",12531,"#000000"
"CM008233.1_RagTag",36450001,36500000,36475323,16539,0.0764,0.0765,0.076,0,"3445","3414","1121.4278","1103.346","1217.7585","1206.8004","-0.3973","-0.4306",15299,15150,"-0.0111","0.071",13622,"#000000"
"CM008233.1_RagTag",36500001,36550000,36524710,14455,0.0718,0.0705,0.0719,0.0056,"2835","2770","929.0635","896.527","1002.1321","979.1556","-0.3662","-0.4238",13577,13357,"0.0094","0.0675",12587,"#000000"
"CM008233.1_RagTag",36550001,36600000,36575105,16350,0.0724,0.07,0.072,0.0058,"3053","2829","999.6675","921.3437","1079.192","1000.0112","-0.3701","-0.3951",14495,13706,"0.0082","0.0668",12316,"#000000"
"CM008233.1_RagTag",36600001,36650000,36624309,14631,0.0794,0.0778,0.0797,0.0076,"3230","3189","1042.2937","1014.2056","1141.759","1127.2661","-0.4375","-0.5037",13800,13705,"0.0124","0.0757",12379,"#000000"
"CM008233.1_RagTag",36650001,36700000,36674125,14789,0.0704,0.07,0.0706,0.0027,"2930","2952","938.7833","928.6778","1035.7133","1043.49","-0.47","-0.5526",13887,13828,"0.0065","0.0656",13073,"#000000"
"CM008233.1_RagTag",36700001,36750000,36725533,14586,0.0699,0.0705,0.0709,0.0055,"2970","3034","937.4778","953.0992","1049.8527","1072.4758","-0.5376","-0.559",13847,13988,"0.0121","0.0655",12939,"#000000"
"CM008233.1_RagTag",36750001,36800000,36775144,14752,0.0781,0.0742,0.0762,4e-04,"3160","3135","1049.0151","1015.0397","1117.015","1108.1779","-0.3058","-0.4221",14114,14244,"0.0003","0.07",12827,"#000000"
"CM008233.1_RagTag",36800001,36850000,36824438,15636,0.0775,0.0779,0.0772,0,"3354","3409","1080.2087","1081.5595","1185.5912","1205.033","-0.4464","-0.5146",14596,14584,"-0.0103","0.0709",13350,"#000000"
"CM008233.1_RagTag",36850001,36900000,36875793,14298,0.0755,0.0798,0.0786,0.0067,"2555","2608","831.3865","852.2183","903.1561","921.8909","-0.3991","-0.3795",11468,11107,"0.0045","0.0742",10054,"#000000"
"CM008233.1_RagTag",36900001,36950000,36924808,15662,0.0766,0.0775,0.0781,0.0072,"3465","3529","1116.2302","1130.031","1224.8282","1247.4513","-0.4453","-0.4728",15152,15116,"0.0148","0.0725",13956,"#000000"
"CM008233.1_RagTag",36950001,37000000,36975680,14758,0.071,0.0715,0.0713,0,"2933","2922","913.9722","912.9778","1036.7737","1032.8854","-0.5949","-0.583",13446,13501,"-0.006","0.0661",12031,"#000000"
"CM008233.1_RagTag",37000001,37050000,37025201,16813,0.0656,0.0693,0.0681,0.0055,"3096","3351","995.2048","1058.1413","1094.3919","1184.5308","-0.4552","-0.5359",15709,15965,"0.0122","0.0632",14628,"#000000"
"CM008233.1_RagTag",37050001,37100000,37072725,13404,0.0312,0.031,0.032,0.0143,"867","822","254.8579","239.3325","306.4722","290.5653","-0.8449","-0.8844",8272,7943,"0.0156","0.0329",6485,"#020000"
"CM008233.1_RagTag",37100001,37150000,37131886,14561,0.03,0.0224,0.035,0.15,"572","467","207.3413","146.081","210.4599","171.8265","-0.0773","-0.7815",7135,8910,"0.1576","0.047",1491,"#2E0000"
"CM008233.1_RagTag",37150001,37200000,37174656,22282,0.0331,0.0257,0.0339,0.0745,"344","1334","125.9778","463.4056","126.5703","490.8279","-0.0244","-0.2919",3460,18987,"0.1544","0.0461",1325,"#170000"
"CM008233.1_RagTag",37200001,37250000,37224678,22796,0.0367,0.0191,0.0323,0.0758,"364","1262","119.9762","402.6127","133.929","446.099","-0.5429","-0.4893",3059,21611,"0.0526","0.0468",1648,"#170000"
"CM008233.1_RagTag",37250001,37300000,37275766,10597,0.0104,0.0101,0.0113,0.049,"52","129","15.831","42.773","19.1327","47.4639","-0.8807","-0.5117",1503,4124,"0.1075","0.0141",479,"#0F0000"
"CM008233.1_RagTag",37300001,37350000,37325436,15634,0.0549,0.0559,0.0567,0.0122,"2064","2122","670.4984","677.2325","729.5946","750.0968","-0.4067","-0.4878",12628,12490,"0.0181","0.0554",11403,"#020000"
"CM008233.1_RagTag",37350001,37400000,37374933,17487,0.0796,0.0838,0.083,0.0082,"3834","4086","1259.1754","1315.127","1355.2644","1444.3428","-0.3561","-0.4494",16637,16688,"0.0138","0.0771",15200,"#020000"
"CM008233.1_RagTag",37400001,37450000,37424840,15291,0.0681,0.0706,0.0711,0.0127,"2971","3114","966.3349","990.2698","1050.2062","1100.7547","-0.4011","-0.5041",14851,14789,"0.0227","0.0661",13648,"#020000"
"CM008233.1_RagTag",37450001,37500000,37474854,15737,0.0703,0.0681,0.0711,0.0141,"3112","3166","1012.1921","978.0302","1100.0477","1119.1359","-0.4011","-0.6333",15098,14938,"0.0266","0.0667",13449,"#020000"
"CM008233.1_RagTag",37500001,37550000,37525188,15463,0.0683,0.0726,0.0712,0.0057,"2935","3064","940.6516","976.5151","1037.4807","1083.0804","-0.4687","-0.4942",14303,14138,"0.0093","0.0657",12938,"#000000"
"CM008233.1_RagTag",37550001,37600000,37574432,15555,0.0741,0.0695,0.0754,0.0255,"3061","3088","1033.3198","979.0484","1082.0199","1091.564","-0.2261","-0.5177",14657,14744,"0.0451","0.0705",13060,"#070000"
"CM008233.1_RagTag",37600001,37650000,37623412,14900,0.0706,0.0695,0.0717,0.0127,"2630","2553","863.0571","839.9984","929.6676","902.4492","-0.3598","-0.3475",12766,12507,"0.0198","0.0663",11383,"#020000"
"CM008233.1_RagTag",37650001,37700000,37674964,13469,0.0723,0.0686,0.0708,0.0023,"2768","2607","897.9595","847.3865","978.4486","921.5374","-0.4131","-0.4041",13154,12953,"0.0027","0.0643",11963,"#000000"
"CM008233.1_RagTag",37700001,37750000,37724729,14693,0.0726,0.0765,0.0763,0.012,"3007","3252","991.8683","1043.5429","1062.9317","1149.5357","-0.3358","-0.4631",14394,14305,"0.0207","0.0702",13450,"#020000"
"CM008233.1_RagTag",37750001,37800000,37774613,14863,0.0735,0.0722,0.0738,0.007,"2596","2744","835.4135","867.0222","917.649","969.9649","-0.4501","-0.533",11938,12492,"0.0074","0.0698",10607,"#000000"
"CM008233.1_RagTag",37800001,37850000,37824971,14689,0.0783,0.0742,0.0764,0.0012,"3137","3030","1034.4929","996.2992","1108.8848","1071.0619","-0.3369","-0.3506",13866,13967,"0.0022","0.0711",12801,"#000000"
"CM008233.1_RagTag",37850001,37900000,37874347,15084,0.0706,0.0733,0.0733,0.0095,"2857","2934","935.7389","976.7881","1009.9088","1037.1272","-0.3688","-0.2922",13714,13773,"0.0144","0.0695",12448,"#020000"
"CM008233.1_RagTag",37900001,37950000,37924414,14292,0.0747,0.0708,0.0745,0.0126,"2998","3010","984.5413","948.6","1059.7503","1063.9921","-0.3564","-0.5447",13671,13957,"0.021","0.0694",12863,"#020000"
"CM008233.1_RagTag",37950001,38000000,37976830,11232,0.0581,0.0588,0.0594,0.0087,"1913","1962","607.4119","600.7","676.2183","693.5391","-0.5109","-0.6721",10876,10639,"0.0122","0.0562",10006,"#020000"
"CM008233.1_RagTag",38000001,38050000,38023469,12184,0.0575,0.0597,0.0607,0.0187,"1974","2006","633.8095","642.4389","697.7809","709.0924","-0.4603","-0.472",11366,11276,"0.0303","0.0562",10733,"#050000"
"CM008233.1_RagTag",38050001,38100000,38075532,12947,0.0651,0.0638,0.0651,0.0051,"2405","2438","785.7794","773.9952","850.1333","861.7983","-0.3801","-0.5116",12465,12615,"0.0067","0.0614",11920,"#000000"
"CM008233.1_RagTag",38100001,38150000,38125264,15099,0.0695,0.0704,0.0707,0.006,"2953","2899","942.3698","922.3381","1043.8435","1024.7552","-0.4882","-0.5019",14123,13664,"0.008","0.0674",12356,"#000000"
"CM008233.1_RagTag",38150001,38200000,38175048,14823,0.0658,0.068,0.0682,0.0102,"2614","2728","904.75","918.3484","924.0118","964.3092","-0.1047","-0.2394",14122,14081,"0.0162","0.0649",13304,"#020000"
"CM008233.1_RagTag",38200001,38250000,38225446,13646,0.0668,0.0677,0.0685,0.0094,"2717","2664","853.4754","865.1008","960.4208","941.6861","-0.5592","-0.4084",13391,13237,"0.0181","0.0642",12704,"#020000"
"CM008233.1_RagTag",38250001,38300000,38276143,16237,0.0726,0.0759,0.0753,0.0073,"3104","3200","1029.454","1060.2087","1097.2198","1131.1544","-0.3102","-0.315",14831,14536,"0.0116","0.0706",12991,"#000000"
"CM008233.1_RagTag",38300001,38350000,38318142,11943,0.0705,0.0719,0.0721,0.0063,"2157","2288","715.3817","746.7802","762.4688","808.7754","-0.3101","-0.3849",10643,10729,"0.0113","0.0684",9767,"#000000"
"CM008233.1_RagTag",38400001,38450000,38433663,2025,0.0293,0.029,0.0293,0.0025,"80","55","25.9365","19.2675","29.435","20.2365","-0.6117","-0.2447",822,532,"-0.0402","0.036",261,"#000000"
"CM008233.1_RagTag",38450001,38500000,38481806,5555,0.0416,0.0455,0.0433,0,"386","392","132.0611","140.4246","136.4455","138.5664","-0.1609","0.0671",3125,3087,"-0.0223","0.0445",2488,"#000000"
"CM008233.1_RagTag",38500001,38550000,38525599,11539,0.0566,0.0568,0.058,0.0117,"1907","1925","627.8937","627.2786","674.0973","680.4601","-0.3441","-0.3924",11413,11383,"0.0225","0.0552",11121,"#020000"
"CM008233.1_RagTag",38550001,38600000,38574034,11566,0.0537,0.0566,0.0564,0.0113,"1934","2044","598.169","632.596","683.6415","722.5249","-0.6278","-0.625",11489,11465,"0.0192","0.0531",10911,"#020000"
"CM008233.1_RagTag",38600001,38650000,38624942,14790,0.0658,0.0671,0.0674,0.0077,"2320","2410","761.4905","763.9849","820.087","851.9007","-0.3588","-0.5182",12028,11801,"0.0087","0.064",11061,"#000000"
"CM008233.1_RagTag",38650001,38700000,38675521,14357,0.0727,0.0767,0.0751,0.0026,"2981","3242","973.1698","1017.7587","1053.7411","1146.0008","-0.384","-0.562",13952,13811,"0.0051","0.0698",12739,"#000000"
"CM008233.1_RagTag",38700001,38750000,38724652,14800,0.0705,0.0679,0.0684,0,"2906","2876","940.0579","926.6571","1027.2296","1016.6251","-0.4262","-0.4445",13883,14149,"-0.0144","0.0646",13057,"#000000"
"CM008233.1_RagTag",38750001,38800000,38774268,13666,0.0661,0.0639,0.0647,0,"2605","2512","831.519","810.4254","920.8304","887.9562","-0.4871","-0.4385",13174,13196,"-0.0045","0.0611",12324,"#000000"
"CM008233.1_RagTag",38800001,38850000,38826834,13603,0.0728,0.0724,0.0741,0.0106,"2400","2392","786.327","779.619","848.3658","845.5379","-0.3672","-0.3915",11073,11129,"0.0114","0.0696",9918,"#020000"
"CM008233.1_RagTag",38850001,38900000,38875134,14756,0.0769,0.0773,0.0782,0.0077,"3111","3223","1023.9889","1037.3373","1099.6942","1139.2846","-0.3458","-0.4494",13866,14095,"0.0142","0.0733",12418,"#000000"
"CM008233.1_RagTag",38900001,38950000,38924482,14648,0.075,0.0781,0.0775,0.0066,"3123","3166","997.8937","1034.846","1103.936","1119.1359","-0.4825","-0.3783",13920,13886,"0.0107","0.0731",12861,"#000000"
"CM008233.1_RagTag",38950001,39000000,38974364,13697,0.0809,0.077,0.0794,0.003,"3056","2971","1001.0794","968.1873","1080.2525","1050.2062","-0.3681","-0.3922",13042,13101,"0.0066","0.0733",11924,"#000000"
"CM008233.1_RagTag",39000001,39050000,39023971,14657,0.0746,0.0757,0.0782,0.0209,"2904","3027","953.5349","982.277","1026.5227","1070.0014","-0.3571","-0.4118",13405,13744,"0.0311","0.074",12171,"#050000"
"CM008233.1_RagTag",39050001,39100000,39074569,11966,0.088,0.0864,0.0893,0.0129,"2868","2869","967.3016","948.2397","1013.7972","1014.1507","-0.2303","-0.3264",11521,11533,"0.0229","0.0832",10425,"#020000"
"CM008233.1_RagTag",39100001,39150000,39125982,8623,0.0456,0.0444,0.0455,0.0057,"1045","1032","345.0127","342.2984","369.3926","364.7973","-0.3312","-0.3095",7836,7876,"0.0096","0.0429",7592,"#000000"
"CM008233.1_RagTag",39150001,39200000,39177317,11289,0.066,0.0635,0.0659,0.0092,"2145","1985","668.6468","636.2429","758.227","701.6692","-0.5933","-0.4682",10467,10393,"0.0139","0.0621",9625,"#020000"
"CM008233.1_RagTag",39200001,39250000,39225031,14497,0.0867,0.0874,0.0873,0.0011,"3237","3443","1102.3722","1113.8635","1144.2334","1217.0515","-0.1837","-0.4259",13439,13511,"-0.0045","0.0808",11709,"#000000"
"CM008233.1_RagTag",39250001,39300000,39275274,13922,0.083,0.0799,0.0813,0,"3217","3053","1048.3119","1004.0889","1137.1637","1079.192","-0.3924","-0.3495",13142,13093,"-0.0021","0.0775",11982,"#000000"
"CM008233.1_RagTag",39300001,39350000,39325881,16354,0.0664,0.0695,0.0703,0.0181,"2597","2841","882.1889","918.7722","918.0025","1004.2531","-0.1959","-0.4275",13850,13852,"0.0289","0.0685",11704,"#050000"
"CM008233.1_RagTag",39350001,39400000,39375867,14881,0.0789,0.082,0.082,0.01,"3061","3366","1034.6984","1068.4762","1082.0199","1189.8331","-0.2197","-0.5123",13476,13610,"0.018","0.0769",12558,"#020000"
"CM008233.1_RagTag",39400001,39450000,39424740,14932,0.0786,0.0801,0.0817,0.015,"3104","3106","1026.4754","1025.0714","1097.2198","1097.9268","-0.3238","-0.3333",13615,13270,"0.0259","0.0767",11906,"#020000"
"CM008233.1_RagTag",39450001,39500000,39474113,13857,0.0749,0.0809,0.0794,0.0104,"2887","3132","936.1476","1016.5151","1020.5134","1107.1174","-0.4152","-0.411",12923,13058,"0.0202","0.0763",11717,"#020000"
"CM008233.1_RagTag",39500001,39550000,39525334,13613,0.0698,0.0698,0.0714,0.0117,"2488","2582","826.8746","825.4492","879.4726","912.7002","-0.3003","-0.4801",12280,12340,"0.0197","0.0695",11032,"#020000"
"CM008233.1_RagTag",39550001,39600000,39573127,14283,0.072,0.0742,0.0737,0.004,"2925","3027","940.8151","957.7127","1033.9459","1070.0014","-0.4524","-0.5271",13673,13444,"0.0069","0.0693",12338,"#000000"
"CM008233.1_RagTag",39600001,39650000,39625773,11865,0.0635,0.0668,0.0658,0.0052,"2127","2267","710.8357","753.4524","751.8642","801.3522","-0.274","-0.3002",11601,11684,"0.0088","0.0612",11288,"#000000"
"CM008233.1_RagTag",39650001,39700000,39676059,14796,0.0774,0.0801,0.0794,0.0045,"3092","3244","1028.6214","1047.5238","1092.978","1146.7078","-0.2957","-0.4344",13897,13707,"0.0069","0.0745",12493,"#000000"
"CM008233.1_RagTag",39700001,39750000,39725619,15527,0.0706,0.072,0.073,0.0128,"3001","3228","1008.0492","1038.3968","1060.8108","1141.052","-0.2498","-0.4519",15019,15025,"0.0209","0.0677",13700,"#020000"
"CM008233.1_RagTag",39750001,39800000,39774992,15118,0.0735,0.0752,0.0758,0.01,"3029","3173","1006.404","1044.4984","1070.7084","1121.6103","-0.3016","-0.3453",14366,14374,"0.0156","0.0719",12917,"#020000"
"CM008233.1_RagTag",39800001,39850000,39825148,16123,0.0791,0.0809,0.0813,0.0087,"3386","3501","1101.2167","1132.9437","1196.9028","1237.5537","-0.4015","-0.4246",14539,14720,"0.0139","0.0779",13184,"#020000"
"CM008233.1_RagTag",39850001,39900000,39875489,14905,0.0828,0.0839,0.0857,0.0148,"3480","3442","1144.7825","1145.5349","1230.1305","1216.698","-0.3485","-0.2938",14348,14342,"0.0295","0.0815",12748,"#020000"
