chrom	pos	cM_m	cM_f	LG
CHR5	52897499	6.944	51.533	LG04
CHR5	52897503	6.944	52.921	LG04
CHR5	52939761	6.944	52.921	LG04
CHR5	52939772	6.944	54.310	LG04
CHR5	52939795	6.944	52.921	LG04
CHR5	52939801	6.944	54.310	LG04
CHR5	53044955	6.944	52.921	LG04
CHR5	53089107	6.944	52.921	LG04
CHR5	53089109	6.944	52.921	LG04
CHR5	53089234	6.944	52.921	LG04
CHR5	5309475	2.778	36.255	LG04
CHR5	5309539	2.778	36.255	LG04
CHR5	5309554	2.778	36.255	LG04
CHR5	5310229	6.944	48.755	LG04
CHR5	53367833	8.333	62.644	LG04
CHR5	53367892	8.333	58.477	LG04
CHR5	53437637	6.944	54.310	LG04
CHR5	53470303	8.333	58.477	LG04
CHR5	53470309	8.333	58.477	LG04
CHR5	53470352	8.333	58.477	LG04
CHR5	53470358	6.944	54.310	LG04
CHR5	53470384	6.944	54.310	LG04
CHR5	53470412	6.944	54.310	LG04
CHR5	53470464	6.944	55.699	LG04
CHR5	53470466	6.944	54.310	LG04
CHR5	53470495	6.944	54.310	LG04
CHR5	53668507	11.111	65.421	LG04
CHR5	53747793	11.111	62.644	LG04
CHR5	53747855	8.333	58.477	LG04
CHR5	53858307	2.778	29.310	LG04
CHR5	53887736	8.333	58.477	LG04
CHR5	53939225	8.333	58.477	LG04
CHR5	53946907	8.333	58.477	LG04
CHR5	53946960	8.333	58.477	LG04
CHR5	53946971	8.333	58.477	LG04
CHR5	53987317	6.944	55.699	LG04
CHR5	53987382	8.333	58.477	LG04
CHR5	54113882	16.667	72.366	LG04
CHR5	54294135	8.333	62.644	LG04
CHR5	54294167	6.944	54.310	LG04
CHR5	54294169	9.722	62.644	LG04
CHR5	54301084	8.333	62.644	LG04
CHR5	54301086	8.333	62.644	LG04
CHR5	54301100	8.333	62.644	LG04
CHR5	54301148	6.944	52.921	LG04
CHR5	54301160	8.333	62.644	LG04
CHR5	54363695	6.944	52.921	LG04
CHR5	54363712	6.944	52.921	LG04
CHR5	54472304	6.944	52.921	LG04
CHR5	54472307	6.944	54.310	LG04
CHR5	54472418	8.333	59.866	LG04
CHR5	5447805	4.167	41.810	LG04
CHR5	54494800	6.944	55.699	LG04
CHR5	54494890	6.944	55.699	LG04
CHR5	54509014	6.944	52.921	LG04
CHR5	54524058	11.111	65.421	LG04
CHR5	54524097	6.944	52.921	LG04
CHR5	54524103	6.944	52.921	LG04
CHR5	54529853	11.111	64.033	LG04
CHR5	54529874	11.111	64.033	LG04
CHR5	54615588	6.944	52.921	LG04
CHR5	54646447	6.944	52.921	LG04
CHR5	54701401	6.944	54.310	LG04
CHR5	54799134	11.111	62.644	LG04
CHR5	54799147	6.944	52.921	LG04
CHR5	54799148	6.944	52.921	LG04
CHR5	54825307	6.944	52.921	LG04
CHR5	54825330	9.722	62.644	LG04
CHR5	54825348	9.722	62.644	LG04
CHR5	54825349	8.333	59.866	LG04
CHR5	54825367	11.111	64.033	LG04
CHR5	54825377	6.944	54.310	LG04
CHR5	54825451	8.333	59.866	LG04
CHR5	5502400	4.167	43.199	LG04
CHR5	5502417	1.389	25.862	LG04
CHR5	5502445	4.167	43.199	LG04
CHR5	5502446	2.778	36.255	LG04
CHR5	55155479	6.944	52.921	LG04
CHR5	55267624	8.333	59.866	LG04
CHR5	55282300	6.944	45.977	LG04
CHR5	55317061	11.111	68.199	LG04
CHR5	55371848	8.333	58.477	LG04
CHR5	55371872	8.333	61.255	LG04
CHR5	55371912	8.333	59.866	LG04
CHR5	55387581	11.111	69.588	LG04
CHR5	55412051	15.278	70.977	LG04
CHR5	55424278	15.278	70.977	LG04
CHR5	55445190	16.667	72.366	LG04
CHR5	55485179	6.944	47.366	LG04
CHR5	55485184	6.944	47.366	LG04
CHR5	55746779	11.111	69.588	LG04
CHR5	55756165	6.944	47.366	LG04
CHR5	55756176	11.111	68.199	LG04
CHR5	55756208	6.944	47.366	LG04
CHR5	55756215	11.111	69.588	LG04
CHR5	56234649	9.722	62.644	LG04
CHR5	56311883	12.500	69.588	LG04
CHR5	56353319	16.667	70.977	LG04
CHR5	56370172	6.944	47.366	LG04
CHR5	56370183	16.667	70.977	LG04
CHR5	56398897	16.667	73.755	LG04
CHR5	56398982	16.667	70.977	LG04
CHR5	56512225	6.944	52.921	LG04
CHR5	56625353	8.333	61.255	LG04
CHR5	56625511	16.667	70.977	LG04
CHR5	56666669	15.278	70.977	LG04
CHR5	56666712	15.278	70.977	LG04
CHR5	56774621	11.111	64.033	LG04
CHR5	56831611	16.667	72.366	LG04
CHR5	56831629	16.667	79.310	LG04
CHR5	56966792	15.278	70.977	LG04
CHR5	56966877	6.944	52.921	LG04
CHR5	56966889	16.667	70.977	LG04
CHR5	56966901	16.667	70.977	LG04
CHR5	56966920	9.722	62.644	LG04
CHR5	57056415	12.500	69.588	LG04
CHR5	57056421	12.500	69.588	LG04
CHR5	57072273	16.667	72.366	LG04
CHR5	57072288	16.667	72.366	LG04
CHR5	57072413	15.278	70.977	LG04
CHR5	57072437	15.278	70.977	LG04
CHR5	57083255	6.944	52.921	LG04
CHR5	57109003	15.278	70.977	LG04
CHR5	57202895	12.500	69.588	LG04
CHR5	57217683	16.667	70.977	LG04
CHR5	57217845	16.667	70.977	LG04
CHR5	57263091	6.944	52.921	LG04
CHR5	57346831	15.278	70.977	LG04
CHR5	57417954	16.667	77.921	LG04
CHR5	57455388	16.667	72.366	LG04
CHR5	57455453	16.667	105.699	LG04
CHR5	57512183	8.333	62.644	LG04
CHR5	57512251	16.667	75.144	LG04
CHR5	57535172	16.667	72.366	LG04
CHR5	57535186	16.667	75.144	LG04
CHR5	57553623	16.667	75.144	LG04
CHR5	57553721	16.667	75.144	LG04
CHR5	57579507	16.667	75.144	LG04
CHR5	57579523	16.667	75.144	LG04
CHR5	57604128	16.667	79.310	LG04
CHR5	57626731	16.667	73.755	LG04
CHR5	57626756	11.111	64.033	LG04
CHR5	57688390	16.667	95.977	LG04
CHR5	57688422	16.667	75.144	LG04
CHR5	57688433	16.667	72.366	LG04
CHR5	57689904	16.667	73.755	LG04
CHR5	57719898	16.667	77.921	LG04
CHR5	57731015	6.944	52.921	LG04
CHR5	57731016	12.500	69.588	LG04
CHR5	57731033	6.944	55.699	LG04
CHR5	57908771	16.667	75.144	LG04
CHR5	57965152	16.667	104.310	LG04
CHR5	57969189	16.667	70.977	LG04
CHR5	57969190	11.111	64.033	LG04
CHR5	58015211	16.667	75.144	LG04
CHR5	58217397	16.667	75.144	LG04
CHR5	58217456	16.667	75.144	LG04
CHR5	58217465	6.944	47.366	LG04
CHR5	58217468	16.667	75.144	LG04
CHR5	58217478	6.944	48.755	LG04
CHR5	58217485	16.667	75.144	LG04
CHR5	58251094	16.667	73.755	LG04
CHR5	58251136	16.667	75.144	LG04
CHR5	58251138	16.667	70.977	LG04
CHR5	58251149	16.667	73.755	LG04
CHR5	58251150	16.667	72.366	LG04
CHR5	58263370	16.667	75.144	LG04
CHR5	58366862	16.667	72.366	LG04
CHR5	58398186	16.667	77.921	LG04
CHR5	58568983	16.667	75.144	LG04
CHR5	58585306	16.667	77.921	LG04
CHR5	58585334	16.667	77.921	LG04
CHR5	58585335	16.667	77.921	LG04
CHR5	58585351	16.667	77.921	LG04
CHR5	58853592	16.667	73.755	LG04
CHR5	58853633	8.333	62.644	LG04
CHR5	58853654	16.667	79.310	LG04
CHR5	58853660	16.667	83.477	LG04
CHR5	58951196	16.667	79.310	LG04
CHR5	58951203	11.111	62.644	LG04
CHR5	58951221	11.111	64.033	LG04
CHR5	58951233	16.667	84.866	LG04
CHR5	58951235	16.667	84.866	LG04
CHR5	58951240	16.667	79.310	LG04
CHR5	58951252	11.111	62.644	LG04
CHR5	59249787	16.667	84.866	LG04
CHR5	59249812	16.667	83.477	LG04
CHR5	59249845	16.667	79.310	LG04
CHR5	59454229	16.667	79.310	LG04
CHR5	59454243	16.667	73.755	LG04
CHR5	59454286	16.667	73.755	LG04
CHR5	59454307	16.667	73.755	LG04
CHR5	59559999	16.667	77.921	LG04
CHR5	59560002	16.667	79.310	LG04
CHR5	59620392	16.667	79.310	LG04
CHR5	59682067	16.667	77.921	LG04
CHR5	59713626	0.000	5.172	LG04
CHR5	59713632	0.000	5.172	LG04
CHR5	59713635	0.000	5.172	LG04
CHR5	59713679	0.000	5.172	LG04
CHR5	59897988	16.667	77.921	LG04
CHR5	60039836	12.500	69.588	LG04
CHR5	60039863	16.667	84.866	LG04
CHR5	6007746	6.944	48.755	LG04
CHR5	60095020	11.111	64.033	LG04
CHR5	60095035	16.667	80.699	LG04
CHR5	60095125	11.111	64.033	LG04
CHR5	60099453	11.111	69.588	LG04
CHR5	60099463	12.500	69.588	LG04
CHR5	60164592	16.667	79.310	LG04
CHR5	60164654	16.667	79.310	LG04
CHR5	60326805	8.333	62.644	LG04
CHR5	60462725	16.667	79.310	LG04
CHR5	60625458	16.667	83.477	LG04
CHR5	60650962	16.667	83.477	LG04
CHR5	60886856	16.667	87.644	LG04
CHR5	60990417	16.667	84.866	LG04
CHR5	60990425	16.667	93.199	LG04
CHR5	60990434	16.667	84.866	LG04
CHR5	60999317	16.667	87.644	LG04
CHR5	61481868	20.833	118.199	LG04
CHR5	61569004	16.667	84.866	LG04
CHR5	61569017	16.667	84.866	LG04
CHR5	61569037	16.667	84.866	LG04
CHR5	61569048	16.667	84.866	LG04
CHR5	61656740	16.667	84.866	LG04
CHR5	61656823	11.111	64.033	LG04
CHR5	62000307	16.667	97.366	LG04
CHR5	62022981	16.667	98.755	LG04
CHR5	62023009	16.667	95.977	LG04
CHR5	62023028	16.667	95.977	LG04
CHR5	62103337	16.667	98.755	LG04
CHR5	62111001	16.667	98.755	LG04
CHR5	62111003	16.667	98.755	LG04
CHR5	62111041	16.667	98.755	LG04
CHR5	62230203	16.667	101.533	LG04
CHR5	62230209	16.667	101.533	LG04
CHR5	62270326	2.778	39.033	LG04
CHR5	62270343	2.778	39.033	LG04
CHR5	62270352	2.778	36.255	LG04
CHR5	62270358	16.667	95.977	LG04
CHR5	6232668	6.944	48.755	LG04
CHR5	6232765	8.333	58.477	LG04
CHR5	62463187	16.667	102.921	LG04
CHR5	62477692	16.667	105.699	LG04
CHR5	62477693	16.667	105.699	LG04
CHR5	62477694	16.667	105.699	LG04
CHR5	62492415	16.667	104.310	LG04
CHR5	62535976	16.667	104.310	LG04
CHR5	62536064	16.667	105.699	LG04
CHR5	62602464	16.667	104.310	LG04
CHR5	62631479	16.667	104.310	LG04
CHR5	62651788	20.833	118.199	LG04
CHR5	62726704	20.833	120.240	LG04
CHR5	62785930	20.833	120.240	LG04
CHR5	62785937	20.833	120.240	LG04
CHR5	62849078	16.667	105.699	LG04
CHR5	63016823	16.667	104.310	LG04
CHR5	63138298	20.833	120.240	LG04
CHR5	63293029	19.444	114.033	LG04
CHR5	63293106	20.833	120.240	LG04
CHR5	63306763	20.833	120.240	LG04
CHR5	63354283	20.833	115.421	LG04
CHR5	63354295	16.667	111.255	LG04
CHR5	63365189	20.833	114.033	LG04
CHR5	63396321	20.833	120.240	LG04
CHR5	63396330	20.833	120.240	LG04
CHR5	63710130	16.667	114.033	LG04
CHR5	63771606	16.667	109.866	LG04
CHR5	63817536	20.833	120.240	LG04
CHR5	6383631	4.167	44.588	LG04
CHR5	6383664	2.778	36.255	LG04
CHR5	63919600	20.833	118.199	LG04
CHR5	6405108	2.778	39.033	LG04
CHR5	64122504	20.833	118.199	LG04
CHR5	64131740	20.833	118.199	LG04
CHR5	64131748	20.833	115.421	LG04
CHR5	6557190	0.000	0.000	LG04
CHR5	6707441	6.944	47.366	LG04
CHR5	6707455	6.944	45.977	LG04
CHR5	6707462	6.944	47.366	LG04
CHR5	6715843	6.944	50.144	LG04
CHR5	6725039	6.944	48.755	LG04
CHR5	6925500	11.111	64.033	LG04
CHR5	7079945	6.944	48.755	LG04
CHR5	7106932	6.944	50.144	LG04
CHR5	7160848	6.944	50.144	LG04
CHR5	7478544	4.167	41.810	LG04
CHR5	7478591	4.167	41.810	LG04
CHR5	7478599	4.167	41.810	LG04
CHR5	7539401	6.944	45.977	LG04
CHR5	7644832	6.944	45.977	LG04
CHR5	7671409	4.167	43.199	LG04
CHR5	7697762	4.167	43.199	LG04
CHR5	7697797	4.167	44.588	LG04
CHR5	7698142	6.944	50.144	LG04
CHR5	769928	1.389	22.414	LG04
CHR5	770007	0.000	0.000	LG04
CHR5	7730173	2.778	36.255	LG04
CHR5	7752562	4.167	43.199	LG04
CHR5	7752571	4.167	43.199	LG04
CHR5	7752645	4.167	44.588	LG04
CHR5	7768849	4.167	44.588	LG04
CHR5	7768869	4.167	44.588	LG04
CHR5	7768879	4.167	44.588	LG04
CHR5	7776627	4.167	43.199	LG04
CHR5	7776693	6.944	48.755	LG04
CHR5	7776695	4.167	43.199	LG04
CHR5	8035428	2.778	39.033	LG04
CHR5	8050054	4.167	43.199	LG04
CHR5	8287518	2.778	36.255	LG04
CHR5	8361300	6.944	45.977	LG04
CHR5	868832	0.000	1.724	LG04
CHR5	8716966	2.778	36.255	LG04
CHR5	8716987	2.778	39.033	LG04
CHR5	8717016	2.778	36.255	LG04
CHR5	8812687	2.778	39.033	LG04
CHR5	8812693	2.778	36.255	LG04
CHR5	8846113	6.944	47.366	LG04
CHR5	8846198	6.944	50.144	LG04
CHR5	9358013	6.944	50.144	LG04
CHR5	9369251	6.944	45.977	LG04
CHR5	9369270	6.944	47.366	LG04
CHR5	9589030	2.778	36.255	LG04
CHR5	966148	1.389	6.897	LG04
CHR5	9911577	6.944	45.977	LG04
CHR5	9964917	6.944	48.755	LG04
chrom	pos	cM_m	cM_f	LG
CHR1	15988483	17.002	56.944	LG05
CHR3	10062811	5.891	37.500	LG05
CHR3	10062835	5.891	37.500	LG05
CHR3	10062873	5.891	41.667	LG05
CHR3	10062885	5.891	43.056	LG05
CHR3	10062891	5.891	37.500	LG05
CHR3	10129687	5.891	38.889	LG05
CHR3	10129714	5.891	34.722	LG05
CHR3	10141749	5.891	38.889	LG05
CHR3	10141754	5.891	38.889	LG05
CHR3	10141770	5.891	38.889	LG05
CHR3	10150849	5.891	38.889	LG05
CHR3	10213270	15.613	55.556	LG05
CHR3	10213274	15.613	54.167	LG05
CHR3	10213276	17.002	55.556	LG05
CHR3	10213280	5.891	43.056	LG05
CHR3	10213288	5.891	45.833	LG05
CHR3	10213330	17.002	55.556	LG05
CHR3	10213341	17.002	55.556	LG05
CHR3	10213342	17.002	59.722	LG05
CHR3	10229283	15.613	54.167	LG05
CHR3	10267444	5.891	40.278	LG05
CHR3	10622400	5.891	41.667	LG05
CHR3	1062949	0.000	1.389	LG05
CHR3	10679712	5.891	38.889	LG05
CHR3	10679733	5.891	43.056	LG05
CHR3	10815757	5.891	37.500	LG05
CHR3	10815765	5.891	37.500	LG05
CHR3	10815769	5.891	44.444	LG05
CHR3	10815794	5.891	37.500	LG05
CHR3	10815813	5.891	37.500	LG05
CHR3	11208213	28.113	106.944	LG05
CHR3	11208221	29.780	106.944	LG05
CHR3	11208231	5.891	41.667	LG05
CHR3	11208232	5.891	43.056	LG05
CHR3	11208235	28.113	106.944	LG05
CHR3	11208250	5.891	41.667	LG05
CHR3	11208255	29.780	106.944	LG05
CHR3	11208280	29.780	106.944	LG05
CHR3	11208297	5.891	41.667	LG05
CHR3	11396167	5.891	43.056	LG05
CHR3	11435133	5.891	43.056	LG05
CHR3	11838205	5.891	37.500	LG05
CHR3	11838244	5.891	43.056	LG05
CHR3	11917377	14.224	54.167	LG05
CHR3	11982068	14.224	54.167	LG05
CHR3	12188024	5.891	43.056	LG05
CHR3	12188049	5.891	43.056	LG05
CHR3	12206066	15.613	55.556	LG05
CHR3	12206099	17.002	56.944	LG05
CHR3	12338708	17.002	55.556	LG05
CHR3	12363597	5.891	45.833	LG05
CHR3	12363607	5.891	37.500	LG05
CHR3	12634045	5.891	45.833	LG05
CHR3	12634047	5.891	45.833	LG05
CHR3	1272779	4.502	6.944	LG05
CHR3	12807529	15.613	54.167	LG05
CHR3	12807550	17.002	55.556	LG05
CHR3	12807553	17.002	55.556	LG05
CHR3	12807565	17.002	55.556	LG05
CHR3	12807577	17.002	55.556	LG05
CHR3	12990828	15.613	54.167	LG05
CHR3	13292275	5.891	47.222	LG05
CHR3	13319117	17.002	59.722	LG05
CHR3	13319123	17.002	56.944	LG05
CHR3	1335462	1.724	4.167	LG05
CHR3	13643852	10.057	54.167	LG05
CHR3	13643893	7.280	51.389	LG05
CHR3	13819563	7.280	51.389	LG05
CHR3	13819647	7.280	51.389	LG05
CHR3	13839338	15.613	54.167	LG05
CHR3	13877756	15.613	55.556	LG05
CHR3	13877802	15.613	55.556	LG05
CHR3	13900718	18.391	62.500	LG05
CHR3	13980239	18.391	66.667	LG05
CHR3	14022900	14.224	54.167	LG05
CHR3	1417792	0.000	0.000	LG05
CHR3	1417810	5.891	9.722	LG05
CHR3	14556796	5.891	51.389	LG05
CHR3	1503289	0.000	0.000	LG05
CHR3	15358379	7.280	52.778	LG05
CHR3	15358406	17.002	56.944	LG05
CHR3	15365189	15.613	54.167	LG05
CHR3	15381395	7.280	52.778	LG05
CHR3	15385518	7.280	52.778	LG05
CHR3	15514520	17.002	55.556	LG05
CHR3	15516574	17.002	56.944	LG05
CHR3	15516577	17.002	56.944	LG05
CHR3	15606546	17.002	55.556	LG05
CHR3	15638144	18.391	66.667	LG05
CHR3	15638152	17.002	56.944	LG05
CHR3	15638220	17.002	56.944	LG05
CHR3	15731815	18.391	66.667	LG05
CHR3	15731832	17.002	56.944	LG05
CHR3	15731843	15.613	54.167	LG05
CHR3	15731848	17.002	56.944	LG05
CHR3	15755578	17.002	56.944	LG05
CHR3	15755580	17.002	56.944	LG05
CHR3	15755584	15.613	54.167	LG05
CHR3	15762177	10.057	52.778	LG05
CHR3	15762181	18.391	66.667	LG05
CHR3	15772721	15.613	54.167	LG05
CHR3	15772722	17.002	56.944	LG05
CHR3	15772768	17.002	56.944	LG05
CHR3	15772806	10.057	54.167	LG05
CHR3	15813485	28.113	106.944	LG05
CHR3	15842617	5.891	43.056	LG05
CHR3	15842636	5.891	43.056	LG05
CHR3	15842681	17.002	56.944	LG05
CHR3	15842703	18.391	66.667	LG05
CHR3	15842704	18.391	66.667	LG05
CHR3	15842717	18.391	66.667	LG05
CHR3	1588603	4.502	6.944	LG05
CHR3	15959732	5.891	43.056	LG05
CHR3	15959849	18.391	66.667	LG05
CHR3	15959878	5.891	43.056	LG05
CHR3	16017175	5.891	48.611	LG05
CHR3	16078910	18.391	66.667	LG05
CHR3	16101481	5.891	50.000	LG05
CHR3	16224208	7.280	51.389	LG05
CHR3	16232539	5.891	51.389	LG05
CHR3	16232548	5.891	43.056	LG05
CHR3	16266238	5.891	50.000	LG05
CHR3	16266260	10.057	54.167	LG05
CHR3	16266303	5.891	51.389	LG05
CHR3	16281891	7.280	52.778	LG05
CHR3	16292772	10.057	54.167	LG05
CHR3	16292808	10.057	52.778	LG05
CHR3	16336603	15.613	55.556	LG05
CHR3	16362095	17.002	55.556	LG05
CHR3	16362115	15.613	54.167	LG05
CHR3	1640901	4.502	6.944	LG05
CHR3	16463268	17.002	55.556	LG05
CHR3	16471478	17.002	56.944	LG05
CHR3	16471506	17.002	56.944	LG05
CHR3	16515620	5.891	48.611	LG05
CHR3	16830235	15.613	54.167	LG05
CHR3	16988442	5.891	47.222	LG05
CHR3	17124399	15.613	54.167	LG05
CHR3	17124447	17.002	56.944	LG05
CHR3	17292135	7.280	51.389	LG05
CHR3	17408762	17.002	55.556	LG05
CHR3	17454700	5.891	48.611	LG05
CHR3	17518989	14.224	54.167	LG05
CHR3	17519021	23.946	102.778	LG05
CHR3	17522796	15.613	55.556	LG05
CHR3	17803377	5.891	43.056	LG05
CHR3	17813239	14.224	54.167	LG05
CHR3	17819177	29.780	106.944	LG05
CHR3	17819239	15.613	54.167	LG05
CHR3	17940988	17.002	62.500	LG05
CHR3	17940989	17.002	62.500	LG05
CHR3	1824276	18.391	62.500	LG05
CHR3	1905427	5.891	9.722	LG05
CHR3	1905442	5.891	9.722	LG05
CHR3	1905445	5.891	9.722	LG05
CHR3	1905448	5.891	9.722	LG05
CHR3	1905469	5.891	9.722	LG05
CHR3	1906996	5.891	9.722	LG05
CHR3	2039600	5.891	9.722	LG05
CHR3	2044088	4.502	6.944	LG05
CHR3	2044092	4.502	6.944	LG05
CHR3	2044100	4.502	6.944	LG05
CHR3	2137754	4.502	6.944	LG05
CHR3	2137842	18.391	63.889	LG05
CHR3	2212158	5.891	6.944	LG05
CHR3	2241020	4.502	6.944	LG05
CHR3	2241021	4.502	6.944	LG05
CHR3	2241079	5.891	12.500	LG05
CHR3	2241103	4.502	6.944	LG05
CHR3	2241107	5.891	12.500	LG05
CHR3	2241129	5.891	13.889	LG05
CHR3	2241164	15.613	55.556	LG05
CHR3	2245177	5.891	9.722	LG05
CHR3	2289759	0.000	1.389	LG05
CHR3	2289805	0.000	1.389	LG05
CHR3	2486113	5.891	12.500	LG05
CHR3	25116121	23.946	102.778	LG05
CHR3	25116498	17.002	62.500	LG05
CHR3	25116570	15.613	54.167	LG05
CHR3	26617393	18.391	62.500	LG05
CHR3	26617409	17.002	56.944	LG05
CHR3	26900739	18.391	66.667	LG05
CHR3	28169696	29.780	106.944	LG05
CHR3	28521214	18.391	66.667	LG05
CHR3	29725194	46.446	111.292	LG05
CHR3	29908397	5.891	50.000	LG05
CHR3	29930733	17.002	55.556	LG05
CHR3	29969622	7.280	51.389	LG05
CHR3	29969624	7.280	51.389	LG05
CHR3	29969743	7.280	51.389	LG05
CHR3	3006431	0.000	0.000	LG05
CHR3	3040944	5.891	16.667	LG05
CHR3	3040983	5.891	16.667	LG05
CHR3	3081636	5.891	6.944	LG05
CHR3	3081657	5.891	18.056	LG05
CHR3	3081688	5.891	19.444	LG05
CHR3	31196288	14.224	54.167	LG05
CHR3	3129585	5.891	16.667	LG05
CHR3	3129587	17.002	61.111	LG05
CHR3	3129592	5.891	19.444	LG05
CHR3	3129605	5.891	19.444	LG05
CHR3	3129606	17.002	62.500	LG05
CHR3	3129607	5.891	19.444	LG05
CHR3	3129612	5.891	16.667	LG05
CHR3	31327021	15.613	54.167	LG05
CHR3	3149481	5.891	19.444	LG05
CHR3	3149526	5.891	18.056	LG05
CHR3	31514662	17.002	59.722	LG05
CHR3	31519230	17.002	59.722	LG05
CHR3	31519242	17.002	56.944	LG05
CHR3	31523111	17.002	56.944	LG05
CHR3	31733581	15.613	55.556	LG05
CHR3	31733593	17.002	55.556	LG05
CHR3	31733607	17.002	61.111	LG05
CHR3	31734403	17.002	56.944	LG05
CHR3	31796181	10.057	54.167	LG05
CHR3	31796184	17.002	56.944	LG05
CHR3	31796254	10.057	54.167	LG05
CHR3	31886721	17.002	62.500	LG05
CHR3	31999373	5.891	47.222	LG05
CHR3	31999393	5.891	47.222	LG05
CHR3	3204568	5.891	19.444	LG05
CHR3	32216553	17.002	55.556	LG05
CHR3	32246958	15.613	55.556	LG05
CHR3	32246965	17.002	56.944	LG05
CHR3	32351653	17.002	55.556	LG05
CHR3	32351655	17.002	56.944	LG05
CHR3	32351676	17.002	59.722	LG05
CHR3	32351702	10.057	52.778	LG05
CHR3	32447782	10.057	52.778	LG05
CHR3	32597581	5.891	48.611	LG05
CHR3	32597588	18.391	66.667	LG05
CHR3	32597604	5.891	48.611	LG05
CHR3	3262405	17.002	55.556	LG05
CHR3	3262430	17.002	55.556	LG05
CHR3	32904350	7.280	51.389	LG05
CHR3	3332372	18.391	62.500	LG05
CHR3	3332393	18.391	65.278	LG05
CHR3	3332407	18.391	65.278	LG05
CHR3	33606087	15.613	54.167	LG05
CHR3	33606092	15.613	55.556	LG05
CHR3	33606153	15.613	54.167	LG05
CHR3	33611680	15.613	54.167	LG05
CHR3	33611754	17.002	56.944	LG05
CHR3	33726492	5.891	51.389	LG05
CHR3	33726519	7.280	51.389	LG05
CHR3	33726535	10.057	54.167	LG05
CHR3	33726556	7.280	51.389	LG05
CHR3	33726615	5.891	50.000	LG05
CHR3	33742777	7.280	51.389	LG05
CHR3	33742787	18.391	66.667	LG05
CHR3	33742788	7.280	51.389	LG05
CHR3	33742792	7.280	51.389	LG05
CHR3	33742826	7.280	51.389	LG05
CHR3	33742850	7.280	51.389	LG05
CHR3	33742886	10.057	54.167	LG05
CHR3	33742902	7.280	51.389	LG05
CHR3	33742913	7.280	51.389	LG05
CHR3	33742921	7.280	51.389	LG05
CHR3	33742925	7.280	51.389	LG05
CHR3	33742936	7.280	51.389	LG05
CHR3	33769232	14.224	54.167	LG05
CHR3	33792072	10.057	52.778	LG05
CHR3	33792083	14.224	54.167	LG05
CHR3	33792085	10.057	52.778	LG05
CHR3	33792094	10.057	54.167	LG05
CHR3	33792096	10.057	52.778	LG05
CHR3	33793907	14.224	54.167	LG05
CHR3	33793908	14.224	54.167	LG05
CHR3	33793925	14.224	54.167	LG05
CHR3	33798696	10.057	54.167	LG05
CHR3	33798979	10.057	54.167	LG05
CHR3	33799020	10.057	52.778	LG05
CHR3	33799022	10.057	54.167	LG05
CHR3	33800629	15.613	54.167	LG05
CHR3	33800637	10.057	54.167	LG05
CHR3	33800653	10.057	52.778	LG05
CHR3	33800657	10.057	54.167	LG05
CHR3	33800669	10.057	52.778	LG05
CHR3	33800670	10.057	54.167	LG05
CHR3	33800700	10.057	52.778	LG05
CHR3	33800709	5.891	48.611	LG05
CHR3	33801879	5.891	48.611	LG05
CHR3	33801882	15.613	55.556	LG05
CHR3	33801926	5.891	48.611	LG05
CHR3	33801932	10.057	52.778	LG05
CHR3	33801980	10.057	54.167	LG05
CHR3	33802000	10.057	54.167	LG05
CHR3	33802064	10.057	52.778	LG05
CHR3	33803062	5.891	48.611	LG05
CHR3	33803083	10.057	54.167	LG05
CHR3	33803098	10.057	52.778	LG05
CHR3	33916743	15.613	55.556	LG05
CHR3	33916824	15.613	54.167	LG05
CHR3	33954627	10.057	52.778	LG05
CHR3	33954705	5.891	47.222	LG05
CHR3	33954707	17.002	55.556	LG05
CHR3	34121612	17.002	59.722	LG05
CHR3	34182971	18.391	66.667	LG05
CHR3	34183116	18.391	66.667	LG05
CHR3	34188226	18.391	66.667	LG05
CHR3	34381662	4.502	6.944	LG05
CHR3	34381696	4.502	6.944	LG05
CHR3	34381776	5.891	50.000	LG05
CHR3	34381777	5.891	50.000	LG05
CHR3	34381836	15.613	55.556	LG05
CHR3	34527207	5.891	51.389	LG05
CHR3	34527234	5.891	50.000	LG05
CHR3	34527256	5.891	50.000	LG05
CHR3	34527287	5.891	50.000	LG05
CHR3	34527294	5.891	50.000	LG05
CHR3	3455223	15.613	55.556	LG05
CHR3	3455325	5.891	19.444	LG05
CHR3	3455326	5.891	22.222	LG05
CHR3	34733025	15.613	54.167	LG05
CHR3	34733029	18.391	66.667	LG05
CHR3	34733041	15.613	54.167	LG05
CHR3	34885961	10.057	52.778	LG05
CHR3	34886037	17.002	55.556	LG05
CHR3	34896198	10.057	54.167	LG05
CHR3	34896237	18.391	68.056	LG05
CHR3	34960773	17.002	59.722	LG05
CHR3	35033754	15.613	54.167	LG05
CHR3	35033861	17.002	56.944	LG05
CHR3	35044208	18.391	66.667	LG05
CHR3	35044233	17.002	55.556	LG05
CHR3	35107540	17.002	59.722	LG05
CHR3	35107569	14.224	54.167	LG05
CHR3	35107570	15.613	54.167	LG05
CHR3	35115840	17.002	55.556	LG05
CHR3	35115864	1.724	1.389	LG05
CHR3	35140613	17.002	62.500	LG05
CHR3	3516220	23.946	102.778	LG05
CHR3	35215380	17.002	62.500	LG05
CHR3	35215389	18.391	62.500	LG05
CHR3	35215396	18.391	66.667	LG05
